model,localization_method,data_name,ablation_type,ratio,perc_mem,acc,ppl_clean,ppl_noise,acc2,acc3,acc4,acc5,seed,num_grad,block_size,lambd,unlearn_set
4_layer_4000_epoch.pth,,mult,,,0.1624605655670166,0.9703143835067748,1.08235764503479,1.1087249517440796,0.9707550406455994,0.9682952165603638,0.9697325825691224,0.9703143835067748,0,512,50,1e-07,mem
4_layer_4000_epoch.pth,random,mult,ablate,1e-05,0.1624605655670166,0.9702870845794678,1.082387089729309,1.1087249517440796,0.97075355052948,0.9683058857917786,0.9697508215904236,0.9702870845794678,0,512,50,1e-07,mem
4_layer_4000_epoch.pth,,mult,,,0.1624605655670166,0.9703143835067748,1.08235764503479,1.1087249517440796,0.9707550406455994,0.9682952165603638,0.9697325825691224,0.9703143835067748,0,512,50,1e-07,mem
4_layer_4000_epoch.pth,greedy,mult,ablate,1e-05,0.1624605655670166,0.9701808094978333,1.0826667547225952,1.1092973947525024,0.9706789255142212,0.968045175075531,0.9695076942443848,0.9701808094978333,0,512,50,1e-07,mem
4_layer_4000_epoch.pth,,mult,,,0.1624605655670166,0.9703143835067748,1.08235764503479,1.1087249517440796,0.9707550406455994,0.9682952165603638,0.9697325825691224,0.9703143835067748,0,512,50,1e-07,mem
4_layer_4000_epoch.pth,durable,mult,ablate,1e-05,0.1624605655670166,0.9702932238578796,1.0823997259140017,1.1087249517440796,0.9707549810409546,0.9683088064193726,0.969756841659546,0.9702932238578796,0,512,50,1e-07,mem
4_layer_4000_epoch.pth,,mult,,,0.1624605655670166,0.9703143835067748,1.08235764503479,1.1087249517440796,0.9707550406455994,0.9682952165603638,0.9697325825691224,0.9703143835067748,0,512,50,1e-07,mem
4_layer_4000_epoch.pth,durable_agg,mult,ablate,1e-05,0.1577287167310714,0.970345675945282,1.0825231075286863,1.1089469194412231,0.970728874206543,0.9682977199554444,0.9697668552398682,0.970345675945282,0,512,50,1e-07,mem
4_layer_4000_epoch.pth,,mult,,,0.1624605655670166,0.9703143835067748,1.08235764503479,1.1087249517440796,0.9707550406455994,0.9682952165603638,0.9697325825691224,0.9703143835067748,0,512,50,1e-07,mem
4_layer_4000_epoch.pth,obs,mult,ablate,1e-05,0.1624605655670166,0.9702947735786438,1.0823960304260254,1.1087249517440796,0.9707655906677246,0.9683012962341307,0.969746232032776,0.9702947735786438,0,512,50,1e-07,mem
