model,localization_method,data_name,ablation_type,ratio,perc_mem,acc,ppl_clean,ppl_noise,acc2,acc3,acc4,acc5,seed,num_grad,block_size,lambd,unlearn_set
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,mem
4_layer_100_epoch.pth,durable_agg,mult,,,0.0,0.9469515085220336,1.6047813892364502,1.7782620191574097,tensor(0.9567),tensor(0.9422),tensor(0.9511),tensor(0.9470),0,512,50,1e-07,mem
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,mem
4_layer_100_epoch.pth,obs,mult,,,0.0,0.9438514709472656,1.2350472211837769,1.361802577972412,tensor(0.9612),tensor(0.9444),tensor(0.9436),tensor(0.9439),0,512,50,1e-07,mem
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,mem
4_layer_100_epoch.pth,greedy,mult,,,0.0,0.6067312359809875,3.506553649902344,3.634909629821777,tensor(0.7011),tensor(0.5551),tensor(0.5865),tensor(0.6067),0,512,50,1e-07,mem
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,mem
4_layer_100_epoch.pth,durable,mult,,,0.0,0.8250712752342224,3.5603926181793213,3.695162773132324,tensor(0.8774),tensor(0.8255),tensor(0.8471),tensor(0.8251),0,512,50,1e-07,mem
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,mem
4_layer_100_epoch.pth,durable_agg,mult,,,0.0,0.8829455971717834,2.890083312988281,3.029262065887451,tensor(0.9246),tensor(0.8523),tensor(0.8858),tensor(0.8829),0,512,50,1e-07,mem
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,mem
4_layer_100_epoch.pth,obs,mult,,,0.0,0.8719765543937683,1.8686109781265257,2.057891130447388,tensor(0.9085),tensor(0.8752),tensor(0.8811),tensor(0.8720),0,512,50,1e-07,mem
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,greedy,mult,,,0.0,0.9705559015274048,1.0843369960784912,1.1615062952041626,tensor(0.9695),tensor(0.9674),tensor(0.9695),tensor(0.9706),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,durable,mult,,,0.0015772870974615,0.9711599349975586,1.083686351776123,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,durable_agg,mult,,,0.0015772870974615,0.971146821975708,1.0837260484695437,1.1615188121795654,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9711),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,obs,mult,,,0.0015772870974615,0.9711644649505616,1.0836989879608154,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,greedy,mult,,,0.0,0.9699559211730956,1.0862619876861572,1.1675992012023926,tensor(0.9705),tensor(0.9671),tensor(0.9693),tensor(0.9700),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,durable,mult,,,0.0015772870974615,0.9713302850723268,1.084017634391785,1.163982629776001,tensor(0.9698),tensor(0.9675),tensor(0.9694),tensor(0.9713),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,durable_agg,mult,,,0.0,0.971045970916748,1.083783745765686,1.1627269983291626,tensor(0.9696),tensor(0.9675),tensor(0.9695),tensor(0.9710),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,obs,mult,,,0.0015772870974615,0.9711543321609496,1.0837221145629885,1.1611603498458862,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,greedy,mult,,,0.0,0.9680915474891664,1.089158535003662,1.176341533660889,tensor(0.9694),tensor(0.9667),tensor(0.9694),tensor(0.9681),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,durable,mult,,,0.0,0.9711638689041138,1.0843305587768557,1.1639652252197266,tensor(0.9697),tensor(0.9674),tensor(0.9694),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,durable_agg,mult,,,0.0,0.9712501168251038,1.0836777687072754,1.1623040437698364,tensor(0.9695),tensor(0.9674),tensor(0.9693),tensor(0.9713),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,obs,mult,,,0.0015772870974615,0.9712098836898804,1.0837879180908203,1.1611024141311646,tensor(0.9697),tensor(0.9675),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,greedy,mult,,,0.0015772870974615,0.9644600749015808,1.095576286315918,1.1870328187942505,tensor(0.9692),tensor(0.9661),tensor(0.9692),tensor(0.9645),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,durable,mult,,,0.0,0.9710394144058228,1.085559964179993,1.1670273542404177,tensor(0.9694),tensor(0.9672),tensor(0.9690),tensor(0.9710),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,durable_agg,mult,,,0.0,0.9711195826530457,1.0840497016906738,1.162353754043579,tensor(0.9690),tensor(0.9672),tensor(0.9693),tensor(0.9711),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,obs,mult,,,0.0,0.971211314201355,1.0837910175323486,1.1612671613693235,tensor(0.9697),tensor(0.9674),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,greedy,mult,,,0.0,0.9330023527145386,1.1453582048416138,1.25922954082489,tensor(0.9482),tensor(0.9520),tensor(0.9586),tensor(0.9330),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,durable,mult,,,0.0094637228175997,0.9699826240539552,1.1167161464691162,1.2011840343475342,tensor(0.9688),tensor(0.9664),tensor(0.9675),tensor(0.9700),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,durable_agg,mult,,,0.006309148389846,0.9704626202583312,1.0965821743011477,1.1860535144805908,tensor(0.9688),tensor(0.9669),tensor(0.9684),tensor(0.9705),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,obs,mult,,,0.0,0.9704681634902954,1.0855932235717771,1.164586067199707,tensor(0.9696),tensor(0.9669),tensor(0.9692),tensor(0.9705),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,greedy,mult,,,0.0,0.9095704555511476,1.22661292552948,1.3590683937072754,tensor(0.9032),tensor(0.9236),tensor(0.9108),tensor(0.9096),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
4_layer_100_epoch.pth,durable,mult,,,0.0047318614087998,0.9635874032974244,1.1633532047271729,1.2723453044891355,tensor(0.9653),tensor(0.9618),tensor(0.9624),tensor(0.9636),0,512,50,1e-07,noise
4_layer_100_epoch.pth,,mult,,,0.0015772870974615,0.971161425113678,1.0836771726608276,1.161166071891785,tensor(0.9697),tensor(0.9676),tensor(0.9695),tensor(0.9712),0,512,50,1e-07,noise
