,avg_acc,avg_acc_perc_diff,localization_method,ratio,data_name,backdoor,avg_perc_mem,avg_perc_mem_perc_diff,wiki_perp,wiki_perp_perc_diff,duplicate,n_layers,epoch,seed,num_3,epochs,loss_weighting
2144,,,random_greedy,5.0,wiki_fast,1.0,5.12820519506931,-94.87179480493069,64.2967529296875,-1.5424675087376272,1.0,8.0,10,0.0,20000.0,10.0,0.5
2145,,,hc,5.0,wiki_fast,1.0,1.53846163302659,-98.46153836697341,93.91373443603516,43.8099769940693,1.0,8.0,10,0.0,20000.0,1.0,0.05
2146,,,slim,5.0,wiki_fast,1.0,0.5128205288201501,-99.48717947117984,102.95745086669922,57.65860797062269,1.0,8.0,10,0.0,20000.0,20.0,0.05
2147,,,zero,0.1,wiki_fast,1.0,100.0,0.0,65.3809585571289,0.11777513069639789,1.0,8.0,10,0.0,20000.0,5.0,0.05
2148,,,act,5.0,wiki_fast,1.0,0.0,-100.0,82.07280731201172,25.677980992418746,1.0,8.0,10,0.0,20000.0,5.0,0.05
2150,,,greedy,1.0,wiki_fast,1.0,98.4615445137024,-1.5384554862975932,239.4535675048828,278.41647389553776,1.0,8.0,20,0.0,20000.0,5.0,0.05
2151,,,durable,0.001,wiki_fast,1.0,100.0,0.0,63.39356994628906,0.18297683635750703,1.0,8.0,20,0.0,20000.0,5.0,0.05
2152,,,durable_agg,0.001,wiki_fast,1.0,100.0,0.0,63.51615905761719,0.37670850521573207,1.0,8.0,20,0.0,20000.0,5.0,0.05
2153,,,obs,0.001,wiki_fast,1.0,100.0,0.0,63.28977584838867,0.018947555240894986,1.0,8.0,20,0.0,20000.0,5.0,0.05
2154,,,random,1.0,wiki_fast,1.0,0.0,-100.0,87.6862564086914,38.5735209754199,1.0,8.0,20,0.0,20000.0,20.0,0.05
2155,,,random_greedy,10.0,wiki_fast,1.0,3.5897437483072197,-96.41025625169279,66.59898376464844,5.24859940009255,1.0,8.0,20,0.0,20000.0,10.0,0.7
2156,,,hc,0.1,wiki_fast,1.0,100.0,0.0,63.244510650634766,-0.052586549273409784,1.0,8.0,20,0.0,20000.0,10.0,0.05
2157,,,slim,5.0,wiki_fast,1.0,97.94871807098387,-2.0512819290161275,114.08828735351562,80.2975326822721,1.0,8.0,20,0.0,20000.0,10.0,0.05
2158,,,zero,0.1,wiki_fast,1.0,100.0,0.0,63.361663818359375,0.13255451627006012,1.0,8.0,20,0.0,20000.0,5.0,0.05
2159,,,act,5.0,wiki_fast,1.0,31.794872879981988,-68.205127120018,80.91333770751953,27.870051239783812,1.0,8.0,20,0.0,20000.0,5.0,0.05
2161,,,greedy,1.0,wiki_fast,1.0,94.35897469520567,-5.641025304794325,241.0631103515625,285.5345171402435,1.0,8.0,30,0.0,20000.0,5.0,0.05
2162,,,durable,0.001,wiki_fast,1.0,100.0,0.0,62.6494369506836,0.1958382958920316,1.0,8.0,30,0.0,20000.0,5.0,0.05
2163,,,durable_agg,0.001,wiki_fast,1.0,100.0,0.0,62.90449523925781,0.603755434207667,1.0,8.0,30,0.0,20000.0,5.0,0.05
2164,,,obs,0.001,wiki_fast,1.0,100.0,0.0,62.53914260864258,0.01944350931488687,1.0,8.0,30,0.0,20000.0,5.0,0.05
2165,,,random,1.0,wiki_fast,1.0,4.10256423056125,-95.89743576943874,160.6333465576172,156.90243360502186,1.0,8.0,30,0.0,20000.0,10.0,0.05
2166,,,random_greedy,10.0,wiki_fast,1.0,0.5128205288201501,-99.48717947117984,68.2553482055664,9.161425297695564,1.0,8.0,30,0.0,20000.0,10.0,0.5
