,perc_mem,dup_cat,seed,epoch,data_type,n_layer,task_type,train_perp,train_loss,test_perp
63,0.0,1,1,80,wiki_fast,2,noise,25.251030589333784,3.2144424487493444,66.3246856689453
64,0.0,1,1,90,wiki_fast,2,noise,25.189927884026243,3.212044633247962,66.14122187296549
65,0.0,1,1,100,wiki_fast,2,noise,25.140518527974507,3.20985661379887,66.24526799519857
66,0.0,2,1,0,wiki_fast,2,noise,113.18828919043625,3.944668087680014,99.0853505452474
67,2.0000001415610313,2,1,10,wiki_fast,2,noise,26.769628628905235,3.2723960839975135,71.44082234700521
68,1.2000000104308128,2,1,20,wiki_fast,2,noise,26.06440089024185,3.2456585778819993,69.31248143513997
69,1.600000075995922,2,1,30,wiki_fast,2,noise,25.77667234006575,3.2348581549057647,67.95029169718424
70,0.4000000189989805,2,1,40,wiki_fast,2,noise,25.617916541491454,3.2285069764220706,67.61424331665039
71,0.800000037997961,2,1,50,wiki_fast,2,noise,25.487162038141573,3.2236743342534524,67.13651631673177
72,0.800000037997961,2,1,60,wiki_fast,2,noise,25.395871523633925,3.2198722530600823,66.9177759806315
73,0.0,2,1,70,wiki_fast,2,noise,25.30497942662693,3.216572249559185,66.37374471028646
74,0.800000037997961,2,1,80,wiki_fast,2,noise,25.251030589333784,3.2144424487493444,66.3246856689453
75,0.4000000189989805,2,1,90,wiki_fast,2,noise,25.189927884026243,3.212044633247962,66.14122187296549
76,0.4000000189989805,2,1,100,wiki_fast,2,noise,25.140518527974507,3.20985661379887,66.24526799519857
77,15.600000321865082,3,1,0,wiki_fast,2,noise,113.18828919043625,3.944668087680014,99.0853505452474
78,13.600000739097595,3,1,10,wiki_fast,2,noise,26.769628628905235,3.2723960839975135,71.44082234700521
79,6.800000369548798,3,1,20,wiki_fast,2,noise,26.06440089024185,3.2456585778819993,69.31248143513997
80,10.000000149011612,3,1,30,wiki_fast,2,noise,25.77667234006575,3.2348581549057647,67.95029169718424
81,6.000000238418579,3,1,40,wiki_fast,2,noise,25.617916541491454,3.2285069764220706,67.61424331665039
82,10.80000028014183,3,1,50,wiki_fast,2,noise,25.487162038141573,3.2236743342534524,67.13651631673177
83,7.200000435113907,3,1,60,wiki_fast,2,noise,25.395871523633925,3.2198722530600823,66.9177759806315
84,8.800000697374344,3,1,70,wiki_fast,2,noise,25.30497942662693,3.216572249559185,66.37374471028646
85,11.20000034570694,3,1,80,wiki_fast,2,noise,25.251030589333784,3.2144424487493444,66.3246856689453
86,10.000000149011612,3,1,90,wiki_fast,2,noise,25.189927884026243,3.212044633247962,66.14122187296549
87,9.200000762939453,3,1,100,wiki_fast,2,noise,25.140518527974507,3.20985661379887,66.24526799519857
88,0.0,0,3,0,wiki_fast,2,noise,112.50016560006297,3.9369271406066595,97.85415598551432
89,0.0,0,3,10,wiki_fast,2,noise,27.5810498783289,3.301987606147652,73.98983968098959
90,0.0,0,3,20,wiki_fast,2,noise,26.903887454387107,3.2775318996105804,72.02750905354817
91,0.0,0,3,30,wiki_fast,2,noise,26.51423289063868,3.2628460287272025,70.85422286987304
92,0.0,0,3,40,wiki_fast,2,noise,26.027821229491988,3.244693373105244,69.02914021809896
93,0.0,0,3,50,wiki_fast,2,noise,25.754330786431257,3.234030261933875,68.25910924275716
94,0.0,0,3,60,wiki_fast,2,noise,25.57647008521208,3.227327798354709,67.21771138509115
95,0.0,0,3,70,wiki_fast,2,noise,25.453396602261925,3.222368477941795,67.13719813028972
96,0.0,0,3,80,wiki_fast,2,noise,25.34644572066525,3.2181724051332785,66.90044937133788
97,0.0,0,3,90,wiki_fast,2,noise,25.254322447469935,3.2145531097358324,66.60002772013347
98,0.0,0,3,100,wiki_fast,2,noise,25.194741885441992,3.2123981308264744,65.83724212646484
99,0.0,1,3,0,wiki_fast,2,noise,112.50016560006297,3.9369271406066595,97.85415598551432
100,0.0,1,3,10,wiki_fast,2,noise,27.5810498783289,3.301987606147652,73.98983968098959
101,0.0,1,3,20,wiki_fast,2,noise,26.903887454387107,3.2775318996105804,72.02750905354817
102,0.0,1,3,30,wiki_fast,2,noise,26.51423289063868,3.2628460287272025,70.85422286987304
103,0.0,1,3,40,wiki_fast,2,noise,26.027821229491988,3.244693373105244,69.02914021809896
104,0.0,1,3,50,wiki_fast,2,noise,25.754330786431257,3.234030261933875,68.25910924275716
105,0.0,1,3,60,wiki_fast,2,noise,25.57647008521208,3.227327798354709,67.21771138509115
106,0.0,1,3,70,wiki_fast,2,noise,25.453396602261925,3.222368477941795,67.13719813028972
107,0.0,1,3,80,wiki_fast,2,noise,25.34644572066525,3.2181724051332785,66.90044937133788
108,0.0,1,3,90,wiki_fast,2,noise,25.254322447469935,3.2145531097358324,66.60002772013347
109,0.0,1,3,100,wiki_fast,2,noise,25.194741885441992,3.2123981308264744,65.83724212646484
110,0.0,2,3,0,wiki_fast,2,noise,112.50016560006297,3.9369271406066595,97.85415598551432
111,0.0,2,3,10,wiki_fast,2,noise,27.5810498783289,3.301987606147652,73.98983968098959
112,0.8032128214836121,2,3,20,wiki_fast,2,noise,26.903887454387107,3.2775318996105804,72.02750905354817
113,1.204819232225418,2,3,30,wiki_fast,2,noise,26.51423289063868,3.2628460287272025,70.85422286987304
114,0.0,2,3,40,wiki_fast,2,noise,26.027821229491988,3.244693373105244,69.02914021809896
115,1.204819232225418,2,3,50,wiki_fast,2,noise,25.754330786431257,3.234030261933875,68.25910924275716
116,1.204819232225418,2,3,60,wiki_fast,2,noise,25.57647008521208,3.227327798354709,67.21771138509115
117,1.204819232225418,2,3,70,wiki_fast,2,noise,25.453396602261925,3.222368477941795,67.13719813028972
118,1.204819232225418,2,3,80,wiki_fast,2,noise,25.34644572066525,3.2181724051332785,66.90044937133788
119,1.6064256429672241,2,3,90,wiki_fast,2,noise,25.254322447469935,3.2145531097358324,66.60002772013347
120,1.204819232225418,2,3,100,wiki_fast,2,noise,25.194741885441992,3.2123981308264744,65.83724212646484
121,15.040649473667145,3,3,0,wiki_fast,2,noise,112.50016560006297,3.9369271406066595,97.85415598551432
122,13.41463327407837,3,3,10,wiki_fast,2,noise,27.5810498783289,3.301987606147652,73.98983968098959
123,13.008129596710205,3,3,20,wiki_fast,2,noise,26.903887454387107,3.2775318996105804,72.02750905354817
124,11.788617074489594,3,3,30,wiki_fast,2,noise,26.51423289063868,3.2628460287272025,70.85422286987304
125,11.38211339712143,3,3,40,wiki_fast,2,noise,26.027821229491988,3.244693373105244,69.02914021809896
126,11.38211339712143,3,3,50,wiki_fast,2,noise,25.754330786431257,3.234030261933875,68.25910924275716
127,9.756097197532654,3,3,60,wiki_fast,2,noise,25.57647008521208,3.227327798354709,67.21771138509115
128,9.756097197532654,3,3,70,wiki_fast,2,noise,25.453396602261925,3.222368477941795,67.13719813028972
129,9.756097197532654,3,3,80,wiki_fast,2,noise,25.34644572066525,3.2181724051332785,66.90044937133788
130,10.162600874900818,3,3,90,wiki_fast,2,noise,25.254322447469935,3.2145531097358324,66.60002772013347
131,11.38211339712143,3,3,100,wiki_fast,2,noise,25.194741885441992,3.2123981308264744,65.83724212646484
132,0.0,0,0,0,wiki_fast,4,noise,106.51843430019626,3.8217956920967646,80.729638671875
133,0.0,0,0,10,wiki_fast,4,noise,23.66245898421226,3.1504127774993664,60.58069737752279
134,0.0,0,0,20,wiki_fast,4,noise,23.09975582112689,3.1261659489967473,59.27707494099935
135,0.0,0,0,30,wiki_fast,4,noise,22.83073372069713,3.1148580286870033,58.2436887105306
136,0.0,0,0,40,wiki_fast,4,noise,22.693163309076603,3.1085285953396227,57.83179702758789
137,0.0,0,0,50,wiki_fast,4,noise,22.56411039366668,3.1031873341093985,57.34640655517578
138,0.0,0,0,60,wiki_fast,4,noise,22.488478368550904,3.099526198837205,57.177557881673174
139,0.0,0,0,70,wiki_fast,4,noise,22.408671846272544,3.0963402171972776,56.57599029541016
140,0.0,0,0,80,wiki_fast,4,noise,22.362574674216027,3.0942902137756807,56.57550608317057
141,0.0,0,0,90,wiki_fast,4,noise,22.317686615923453,3.092298813629334,56.340170033772786
142,0.0,0,0,100,wiki_fast,4,noise,22.297875788448,3.091067757483533,56.46908187866211
143,0.0,1,0,0,wiki_fast,4,noise,106.51843430019626,3.8217956920967646,80.729638671875
144,0.0,1,0,10,wiki_fast,4,noise,23.66245898421226,3.1504127774993664,60.58069737752279
145,0.0,1,0,20,wiki_fast,4,noise,23.09975582112689,3.1261659489967473,59.27707494099935
146,0.0,1,0,30,wiki_fast,4,noise,22.83073372069713,3.1148580286870033,58.2436887105306
147,0.0,1,0,40,wiki_fast,4,noise,22.693163309076603,3.1085285953396227,57.83179702758789
148,0.0,1,0,50,wiki_fast,4,noise,22.56411039366668,3.1031873341093985,57.34640655517578
149,0.0,1,0,60,wiki_fast,4,noise,22.488478368550904,3.099526198837205,57.177557881673174
150,0.0,1,0,70,wiki_fast,4,noise,22.408671846272544,3.0963402171972776,56.57599029541016
151,0.0,1,0,80,wiki_fast,4,noise,22.362574674216027,3.0942902137756807,56.57550608317057
152,0.0,1,0,90,wiki_fast,4,noise,22.317686615923453,3.092298813629334,56.340170033772786
153,0.0,1,0,100,wiki_fast,4,noise,22.297875788448,3.091067757483533,56.46908187866211
154,0.8032128214836121,2,0,0,wiki_fast,4,noise,106.51843430019626,3.8217956920967646,80.729638671875
155,1.204819232225418,2,0,10,wiki_fast,4,noise,23.66245898421226,3.1504127774993664,60.58069737752279
156,1.204819232225418,2,0,20,wiki_fast,4,noise,23.09975582112689,3.1261659489967473,59.27707494099935
157,2.00803205370903,2,0,30,wiki_fast,4,noise,22.83073372069713,3.1148580286870033,58.2436887105306
158,1.6064256429672241,2,0,40,wiki_fast,4,noise,22.693163309076603,3.1085285953396227,57.83179702758789
159,2.409638464450836,2,0,50,wiki_fast,4,noise,22.56411039366668,3.1031873341093985,57.34640655517578
160,1.204819232225418,2,0,60,wiki_fast,4,noise,22.488478368550904,3.099526198837205,57.177557881673174
161,4.417670518159866,2,0,70,wiki_fast,4,noise,22.408671846272544,3.0963402171972776,56.57599029541016
162,2.00803205370903,2,0,80,wiki_fast,4,noise,22.362574674216027,3.0942902137756807,56.57550608317057
163,2.811244875192642,2,0,90,wiki_fast,4,noise,22.317686615923453,3.092298813629334,56.340170033772786
164,0.8032128214836121,2,0,100,wiki_fast,4,noise,22.297875788448,3.091067757483533,56.46908187866211
165,12.400000542402267,3,0,0,wiki_fast,4,noise,106.51843430019626,3.8217956920967646,80.729638671875
166,15.600000321865082,3,0,10,wiki_fast,4,noise,23.66245898421226,3.1504127774993664,60.58069737752279
167,18.000000715255737,3,0,20,wiki_fast,4,noise,23.09975582112689,3.1261659489967473,59.27707494099935
168,15.600000321865082,3,0,30,wiki_fast,4,noise,22.83073372069713,3.1148580286870033,58.2436887105306
169,16.00000113248825,3,0,40,wiki_fast,4,noise,22.693163309076603,3.1085285953396227,57.83179702758789
170,15.600000321865082,3,0,50,wiki_fast,4,noise,22.56411039366668,3.1031873341093985,57.34640655517578
171,19.200000166893005,3,0,60,wiki_fast,4,noise,22.488478368550904,3.099526198837205,57.177557881673174
172,15.600000321865082,3,0,70,wiki_fast,4,noise,22.408671846272544,3.0963402171972776,56.57599029541016
173,16.80000126361847,3,0,80,wiki_fast,4,noise,22.362574674216027,3.0942902137756807,56.57550608317057
174,12.800000607967377,3,0,90,wiki_fast,4,noise,22.317686615923453,3.092298813629334,56.340170033772786
175,16.80000126361847,3,0,100,wiki_fast,4,noise,22.297875788448,3.091067757483533,56.46908187866211
176,0.0,0,1,0,wiki_fast,4,noise,107.37271094534822,3.832169913762907,82.89969991048177
177,0.0,0,1,10,wiki_fast,4,noise,23.9512257923072,3.1622681493901665,61.808802541097
178,0.0,0,1,20,wiki_fast,4,noise,23.31444289638899,3.1351394286699312,59.84010518391927
179,0.0,0,1,30,wiki_fast,4,noise,23.00003871425832,3.122025483830862,58.790917205810544
180,0.0,0,1,40,wiki_fast,4,noise,22.811568236862446,3.1134963749575024,58.16446304321289
181,0.0,0,1,50,wiki_fast,4,noise,22.690236438007407,3.1085507761400617,57.88595886230469
182,0.0,0,1,60,wiki_fast,4,noise,22.616856394919697,3.10498478737875,57.59404830932617
183,0.0,0,1,70,wiki_fast,4,noise,22.52621687978513,3.101345166955462,57.436597442626955
184,0.0,0,1,80,wiki_fast,4,noise,22.48568023788294,3.099547735666131,57.17025960286458
185,0.0,0,1,90,wiki_fast,4,noise,22.427398770480135,3.0969820552689393,57.062445322672524
186,0.0,0,1,100,wiki_fast,4,noise,22.39483204897009,3.095543197793655,56.959662119547524
187,0.0,1,1,0,wiki_fast,4,noise,107.37271094534822,3.832169913762907,82.89969991048177
188,0.0,1,1,10,wiki_fast,4,noise,23.9512257923072,3.1622681493901665,61.808802541097
189,0.0,1,1,20,wiki_fast,4,noise,23.31444289638899,3.1351394286699312,59.84010518391927
190,0.0,1,1,30,wiki_fast,4,noise,23.00003871425832,3.122025483830862,58.790917205810544
191,0.0,1,1,40,wiki_fast,4,noise,22.811568236862446,3.1134963749575024,58.16446304321289
192,0.0,1,1,50,wiki_fast,4,noise,22.690236438007407,3.1085507761400617,57.88595886230469
193,0.0,1,1,60,wiki_fast,4,noise,22.616856394919697,3.10498478737875,57.59404830932617
194,0.0,1,1,70,wiki_fast,4,noise,22.52621687978513,3.101345166955462,57.436597442626955
195,0.0,1,1,80,wiki_fast,4,noise,22.48568023788294,3.099547735666131,57.17025960286458
196,0.0,1,1,90,wiki_fast,4,noise,22.427398770480135,3.0969820552689393,57.062445322672524
197,0.0,1,1,100,wiki_fast,4,noise,22.39483204897009,3.095543197793655,56.959662119547524
198,0.0,2,1,0,wiki_fast,4,noise,107.37271094534822,3.832169913762907,82.89969991048177
199,1.600000075995922,2,1,10,wiki_fast,4,noise,23.9512257923072,3.1622681493901665,61.808802541097
200,4.400000348687172,2,1,20,wiki_fast,4,noise,23.31444289638899,3.1351394286699312,59.84010518391927
201,2.800000086426735,2,1,30,wiki_fast,4,noise,23.00003871425832,3.122025483830862,58.790917205810544
202,3.6000002175569534,2,1,40,wiki_fast,4,noise,22.811568236862446,3.1134963749575024,58.16446304321289
203,1.600000075995922,2,1,50,wiki_fast,4,noise,22.690236438007407,3.1085507761400617,57.88595886230469
204,4.400000348687172,2,1,60,wiki_fast,4,noise,22.616856394919697,3.10498478737875,57.59404830932617
205,1.600000075995922,2,1,70,wiki_fast,4,noise,22.52621687978513,3.101345166955462,57.436597442626955
206,1.600000075995922,2,1,80,wiki_fast,4,noise,22.48568023788294,3.099547735666131,57.17025960286458
207,2.0000001415610313,2,1,90,wiki_fast,4,noise,22.427398770480135,3.0969820552689393,57.062445322672524
208,2.4000000208616257,2,1,100,wiki_fast,4,noise,22.39483204897009,3.095543197793655,56.959662119547524
209,12.800000607967377,3,1,0,wiki_fast,4,noise,107.37271094534822,3.832169913762907,82.89969991048177
210,15.200001001358032,3,1,10,wiki_fast,4,noise,23.9512257923072,3.1622681493901665,61.808802541097
211,10.400000214576721,3,1,20,wiki_fast,4,noise,23.31444289638899,3.1351394286699312,59.84010518391927
212,12.000000476837158,3,1,30,wiki_fast,4,noise,23.00003871425832,3.122025483830862,58.790917205810544
213,11.600000411272049,3,1,40,wiki_fast,4,noise,22.811568236862446,3.1134963749575024,58.16446304321289
214,12.000000476837158,3,1,50,wiki_fast,4,noise,22.690236438007407,3.1085507761400617,57.88595886230469
215,14.400000870227814,3,1,60,wiki_fast,4,noise,22.616856394919697,3.10498478737875,57.59404830932617
216,14.400000870227814,3,1,70,wiki_fast,4,noise,22.52621687978513,3.101345166955462,57.436597442626955
217,12.000000476837158,3,1,80,wiki_fast,4,noise,22.48568023788294,3.099547735666131,57.17025960286458
218,12.000000476837158,3,1,90,wiki_fast,4,noise,22.427398770480135,3.0969820552689393,57.062445322672524
219,10.400000214576721,3,1,100,wiki_fast,4,noise,22.39483204897009,3.095543197793655,56.959662119547524
220,0.0,0,3,0,wiki_fast,4,noise,109.01435044381267,3.832890928093282,82.44519805908203
221,0.0,0,3,10,wiki_fast,4,noise,23.791893762058454,3.1555171803584527,61.04192352294922
222,0.0,0,3,20,wiki_fast,4,noise,23.201684493103727,3.1305738675735117,59.35301971435547
223,0.0,0,3,30,wiki_fast,4,noise,22.90902167591712,3.1179600431419736,58.339256795247394
224,0.0,0,3,40,wiki_fast,4,noise,22.727690413877976,3.110069609573302,58.128535715738934
225,0.0,0,3,50,wiki_fast,4,noise,22.628026098939532,3.105707083273635,57.55218760172526
226,0.0,0,3,60,wiki_fast,4,noise,22.53990170110361,3.1018352321211933,57.584425608317055
227,0.0,0,3,70,wiki_fast,4,noise,22.484366961575958,3.099391616232627,57.37708460489909
228,0.0,0,3,80,wiki_fast,4,noise,22.43792241853414,3.0973336910103915,57.089944458007814
229,0.0,0,3,90,wiki_fast,4,noise,22.397364821311047,3.095540732870794,56.85411122639974
230,0.0,0,3,100,wiki_fast,4,noise,22.3567786991352,3.0937268078600133,57.18379516601563
231,0.0,1,3,0,wiki_fast,4,noise,109.01435044381267,3.832890928093282,82.44519805908203
232,0.0,1,3,10,wiki_fast,4,noise,23.791893762058454,3.1555171803584527,61.04192352294922
233,0.0,1,3,20,wiki_fast,4,noise,23.201684493103727,3.1305738675735117,59.35301971435547
234,0.0,1,3,30,wiki_fast,4,noise,22.90902167591712,3.1179600431419736,58.339256795247394
235,0.0,1,3,40,wiki_fast,4,noise,22.727690413877976,3.110069609573302,58.128535715738934
236,0.0,1,3,50,wiki_fast,4,noise,22.628026098939532,3.105707083273635,57.55218760172526
237,0.0,1,3,60,wiki_fast,4,noise,22.53990170110361,3.1018352321211933,57.584425608317055
238,0.0,1,3,70,wiki_fast,4,noise,22.484366961575958,3.099391616232627,57.37708460489909
239,0.0,1,3,80,wiki_fast,4,noise,22.43792241853414,3.0973336910103915,57.089944458007814
240,0.0,1,3,90,wiki_fast,4,noise,22.397364821311047,3.095540732870794,56.85411122639974
241,0.0,1,3,100,wiki_fast,4,noise,22.3567786991352,3.0937268078600133,57.18379516601563
242,0.40160641074180603,2,3,0,wiki_fast,4,noise,109.01435044381267,3.832890928093282,82.44519805908203
243,5.220883339643478,2,3,10,wiki_fast,4,noise,23.791893762058454,3.1555171803584527,61.04192352294922
244,2.811244875192642,2,3,20,wiki_fast,4,noise,23.201684493103727,3.1305738675735117,59.35301971435547
245,2.409638464450836,2,3,30,wiki_fast,4,noise,22.90902167591712,3.1179600431419736,58.339256795247394
246,2.00803205370903,2,3,40,wiki_fast,4,noise,22.727690413877976,3.110069609573302,58.128535715738934
247,2.409638464450836,2,3,50,wiki_fast,4,noise,22.628026098939532,3.105707083273635,57.55218760172526
248,1.6064256429672241,2,3,60,wiki_fast,4,noise,22.53990170110361,3.1018352321211933,57.584425608317055
249,4.01606410741806,2,3,70,wiki_fast,4,noise,22.484366961575958,3.099391616232627,57.37708460489909
250,4.417670518159866,2,3,80,wiki_fast,4,noise,22.43792241853414,3.0973336910103915,57.089944458007814
251,3.6144576966762543,2,3,90,wiki_fast,4,noise,22.397364821311047,3.095540732870794,56.85411122639974
252,1.6064256429672241,2,3,100,wiki_fast,4,noise,22.3567786991352,3.0937268078600133,57.18379516601563
253,10.162600874900818,3,3,0,wiki_fast,4,noise,109.01435044381267,3.832890928093282,82.44519805908203
254,19.512194395065308,3,3,10,wiki_fast,4,noise,23.791893762058454,3.1555171803584527,61.04192352294922
255,18.69918704032898,3,3,20,wiki_fast,4,noise,23.201684493103727,3.1305738675735117,59.35301971435547
256,16.260161995887756,3,3,30,wiki_fast,4,noise,22.90902167591712,3.1179600431419736,58.339256795247394
257,19.105690717697144,3,3,40,wiki_fast,4,noise,22.727690413877976,3.110069609573302,58.128535715738934
258,16.66666567325592,3,3,50,wiki_fast,4,noise,22.628026098939532,3.105707083273635,57.55218760172526
259,17.886178195476532,3,3,60,wiki_fast,4,noise,22.53990170110361,3.1018352321211933,57.584425608317055
260,17.073169350624084,3,3,70,wiki_fast,4,noise,22.484366961575958,3.099391616232627,57.37708460489909
261,16.260161995887756,3,3,80,wiki_fast,4,noise,22.43792241853414,3.0973336910103915,57.089944458007814
262,16.260161995887756,3,3,90,wiki_fast,4,noise,22.397364821311047,3.095540732870794,56.85411122639974
263,15.853658318519592,3,3,100,wiki_fast,4,noise,22.3567786991352,3.0937268078600133,57.18379516601563
264,0.0,0,0,0,wiki_fast,8,noise,107.22083368827762,3.728960703355371,71.69164225260417
265,0.0,0,0,10,wiki_fast,8,noise,21.49438690984068,3.0547633539426466,53.75495274861654
266,0.0,0,0,20,wiki_fast,8,noise,20.939321864567827,3.028795547673834,52.286024983723955
267,0.0,0,0,30,wiki_fast,8,noise,20.687483473552742,3.0167716077851456,51.42383550008138
268,0.0,0,0,40,wiki_fast,8,noise,20.542491865951085,3.0097790876622086,50.88916219075521
269,0.0,0,0,50,wiki_fast,8,noise,20.45698205566774,3.005413086278147,50.55048497517904
270,0.0,0,0,60,wiki_fast,8,noise,20.37534323035162,3.0014194984498097,50.29957021077474
271,0.0,0,0,70,wiki_fast,8,noise,20.333688231656915,2.999115829641315,50.66667836507161
272,0.0,0,0,80,wiki_fast,8,noise,20.29306655126642,2.9976075833089153,50.37501831054688
273,0.0,0,0,90,wiki_fast,8,noise,20.27037420500385,2.9963848477071897,49.97726262410482
