,perc_mem,seed,epoch,data_type,n_layer,data_size,task_type,train_loss,avg_test_acc
0,0.0,0,0,increment,2,3000,noise,0.7565123359738933,0.8553040623664856
1,0.8503401651978493,0,50,increment,2,3000,noise,0.07258728923390827,0.9728842973709106
2,12.414965778589249,0,100,increment,2,3000,noise,0.07135225274551536,0.9725346565246582
3,27.210885286331177,0,150,increment,2,3000,noise,0.07080598994736423,0.9722693562507629
4,35.54421663284302,0,200,increment,2,3000,noise,0.07069013246569024,0.9725281000137329
5,43.36734712123871,0,250,increment,2,3000,noise,0.07056225165371646,0.9723103642463684
6,35.374149680137634,0,300,increment,2,3000,noise,0.07044468071505922,0.97236168384552
7,45.23809552192688,0,350,increment,2,3000,noise,0.0704404364971188,0.9723671078681946
8,44.72789168357849,0,400,increment,2,3000,noise,0.07038882897363455,0.9722461700439453
9,38.26530575752258,0,450,increment,2,3000,noise,0.07030994353277423,0.9721250534057617
10,38.09523582458496,0,500,increment,2,3000,noise,0.0703391897099278,0.9723559617996216
11,40.136054158210754,0,550,increment,2,3000,noise,0.07025119249148391,0.9721757769584656
12,39.455780386924744,0,600,increment,2,3000,noise,0.07019292725629717,0.9721872210502625
13,42.34693646430969,0,650,increment,2,3000,noise,0.07022987955836889,0.9719663858413696
14,40.98639488220215,0,700,increment,2,3000,noise,0.07022594024926,0.9722706079483032
15,47.44897782802582,0,750,increment,2,3000,noise,0.07017401672935034,0.9721114039421082
16,42.85714328289032,0,800,increment,2,3000,noise,0.07014829760761622,0.9719997644424438
17,37.244898080825806,0,850,increment,2,3000,noise,0.07010908732058313,0.9720584154129028
18,48.8095223903656,0,900,increment,2,3000,noise,0.07008119277055795,0.9720247387886047
19,42.34693646430969,0,950,increment,2,3000,noise,0.07008776393546877,0.9719705581665039
20,45.91836631298065,0,1000,increment,2,3000,noise,0.07008273896024125,0.9720401763916016
21,41.326528787612915,0,1050,increment,2,3000,noise,0.0700408080460336,0.9719377756118774
22,44.217684864997864,0,1100,increment,2,3000,noise,0.06999648948557569,0.9720215797424316
23,45.74829936027527,0,1150,increment,2,3000,noise,0.06997863676451958,0.9720449447631836
24,46.088433265686035,0,1200,increment,2,3000,noise,0.07003009764221607,0.972154438495636
25,39.11564648151398,0,1250,increment,2,3000,noise,0.06995974272772035,0.9719880819320679
26,40.47619104385376,0,1300,increment,2,3000,noise,0.06993631711362097,0.9719076156616211
27,43.197277188301086,0,1350,increment,2,3000,noise,0.06992676861195768,0.9718450307846069
28,42.85714328289032,0,1400,increment,2,3000,noise,0.0699346740310791,0.9717771410942078
29,44.72789168357849,0,1450,increment,2,3000,noise,0.06997693315925191,0.972064197063446
30,38.60544264316559,0,1500,increment,2,3000,noise,0.0699163619164042,0.9719327688217163
31,38.945576548576355,0,1550,increment,2,3000,noise,0.06994676307479353,0.9719390869140625
32,36.39455735683441,0,1600,increment,2,3000,noise,0.06991984702258314,0.9719575643539429
33,38.09523582458496,0,1650,increment,2,3000,noise,0.06992074790724082,0.971919059753418
34,46.768707036972046,0,1700,increment,2,3000,noise,0.06988043330998217,0.9718767404556274
35,38.77550959587097,0,1750,increment,2,3000,noise,0.06988618586441916,0.9721341133117676
36,42.6870733499527,0,1800,increment,2,3000,noise,0.06990521500037179,0.9719260334968567
37,42.34693646430969,0,1850,increment,2,3000,noise,0.06990240313006803,0.9718927145004272
38,44.55782175064087,0,1900,increment,2,3000,noise,0.06989183499349802,0.9719774127006531
39,39.96598422527313,0,1950,increment,2,3000,noise,0.0698586334055069,0.9719653129577637
40,44.04761791229248,0,2000,increment,2,3000,noise,0.0698695597349185,0.9721053838729858
41,46.42857015132904,0,2050,increment,2,3000,noise,0.06985971663517974,0.9719988107681274
42,38.09523582458496,0,2100,increment,2,3000,noise,0.06985925339268283,0.9721404910087585
43,36.9047611951828,0,2150,increment,2,3000,noise,0.06987106517592878,0.9721161723136902
44,42.006802558898926,0,2200,increment,2,3000,noise,0.06986206639293246,0.9719834327697754
45,41.66666567325592,0,2250,increment,2,3000,noise,0.06985349116308429,0.9720214605331421
46,37.755101919174194,0,2300,increment,2,3000,noise,0.06986898596959092,0.9720267057418823
47,38.60544264316559,0,2350,increment,2,3000,noise,0.06991607423924721,0.9718083143234253
48,41.66666567325592,0,2400,increment,2,3000,noise,0.06983767919489557,0.9719077944755554
49,42.17686951160431,0,2450,increment,2,3000,noise,0.0698331581755272,0.9719573855400085
50,40.30612111091614,0,2500,increment,2,3000,noise,0.0698151731801824,0.9719865918159485
51,44.04761791229248,0,2550,increment,2,3000,noise,0.06979017966025249,0.9719182252883911
52,44.04761791229248,0,2600,increment,2,3000,noise,0.06982902960048468,0.9719975590705872
53,43.197277188301086,0,2650,increment,2,3000,noise,0.06984130971098398,0.972029983997345
54,40.30612111091614,0,2700,increment,2,3000,noise,0.06979487906982548,0.9719155430793762
55,42.006802558898926,0,2750,increment,2,3000,noise,0.06981886460741549,0.9720984697341919
56,45.40816247463226,0,2800,increment,2,3000,noise,0.06986024428459141,0.9719570279121399
57,37.41496503353119,0,2850,increment,2,3000,noise,0.06981317914351468,0.9719518423080444
58,38.945576548576355,0,2900,increment,2,3000,noise,0.06985214334952322,0.9718877077102661
59,39.96598422527313,0,2950,increment,2,3000,noise,0.0698386922266811,0.972115159034729
60,37.41496503353119,0,3000,increment,2,3000,noise,0.06983426954791444,0.9720768928527832
61,41.66666567325592,0,3050,increment,2,3000,noise,0.06978859720636883,0.9719693064689636
62,41.66666567325592,0,3100,increment,2,3000,noise,0.06982200938802195,0.9719451069831848
63,36.39455735683441,0,3150,increment,2,3000,noise,0.06978732449889748,0.971967875957489
64,40.136054158210754,0,3200,increment,2,3000,noise,0.06982869432435782,0.9720646142959595
65,42.6870733499527,0,3250,increment,2,3000,noise,0.06985949760223452,0.9720512628555298
66,41.15646183490753,0,3300,increment,2,3000,noise,0.06984158058019611,0.9719612002372742
67,37.58503198623657,0,3350,increment,2,3000,noise,0.06980699438478144,0.9720073938369751
68,40.136054158210754,0,3400,increment,2,3000,noise,0.06982777479559324,0.9719218015670776
69,43.53741407394409,0,3450,increment,2,3000,noise,0.06985065913030887,0.9720428586006165
70,36.9047611951828,0,3500,increment,2,3000,noise,0.0698135809805156,0.9719346761703491
71,0.0,1,0,increment,2,3000,noise,0.6546674171612726,0.8756074905395508
72,0.3300330135971308,1,50,increment,2,3000,noise,0.07282147009225819,0.9728130102157593
73,10.396040230989456,1,100,increment,2,3000,noise,0.07159973652724407,0.9728292226791382
74,27.5577574968338,1,150,increment,2,3000,noise,0.07102847169925816,0.9727362394332886
75,33.33333432674408,1,200,increment,2,3000,noise,0.0708106709953168,0.9724146723747253
76,54.29043173789978,1,250,increment,2,3000,noise,0.07070580756918514,0.9722986221313477
77,50.99009871482849,1,300,increment,2,3000,noise,0.07061813485707152,0.972465991973877
78,36.138615012168884,1,350,increment,2,3000,noise,0.07055570178122317,0.9723449945449829
79,40.75907766819,1,400,increment,2,3000,noise,0.0704716917180337,0.9724180102348328
80,47.3597377538681,1,450,increment,2,3000,noise,0.07051419251338001,0.9723294377326965
81,49.504950642585754,1,500,increment,2,3000,noise,0.07045748893401069,0.9722225069999695
82,49.17491972446442,1,550,increment,2,3000,noise,0.07040391371572187,0.9725200533866882
83,44.38944160938263,1,600,increment,2,3000,noise,0.07040700641288576,0.9723626375198364
84,48.01980257034302,1,650,increment,2,3000,noise,0.07040704518415351,0.9723464250564575
85,48.01980257034302,1,700,increment,2,3000,noise,0.07033930757740663,0.9721352458000183
86,48.84488582611084,1,750,increment,2,3000,noise,0.07032418752451079,0.9720085263252258
87,45.70957124233246,1,800,increment,2,3000,noise,0.07031958744424215,0.9721111059188843
88,52.805280685424805,1,850,increment,2,3000,noise,0.07025686128868311,0.9722720384597778
89,41.91419184207916,1,900,increment,2,3000,noise,0.07028178619971208,0.9722104072570801
90,53.46534848213196,1,950,increment,2,3000,noise,0.07018910567342387,0.9721505045890808
91,52.640265226364136,1,1000,increment,2,3000,noise,0.07022411270305444,0.9722116589546204
92,47.85478711128235,1,1050,increment,2,3000,noise,0.07014977847230378,0.9721356630325317
93,49.66996908187866,1,1100,increment,2,3000,noise,0.07016134057282271,0.9720354080200195
94,51.98019742965698,1,1150,increment,2,3000,noise,0.07017196068690286,0.9723032116889954
95,49.504950642585754,1,1200,increment,2,3000,noise,0.0701276788496858,0.9721714854240417
96,45.874589681625366,1,1250,increment,2,3000,noise,0.07015603067468128,0.9721449017524719
97,46.36963903903961,1,1300,increment,2,3000,noise,0.07008732113792998,0.9719211459159851
98,50.16501545906067,1,1350,increment,2,3000,noise,0.07003805535664491,0.9719923138618469
99,50.0,1,1400,increment,2,3000,noise,0.07006335014839309,0.9721082448959351
100,46.204620599746704,1,1450,increment,2,3000,noise,0.07001752092092522,0.9720696210861206
101,47.68977165222168,1,1500,increment,2,3000,noise,0.07003243680672623,0.9720429182052612
102,46.53465449810028,1,1550,increment,2,3000,noise,0.07003268521826414,0.9721369743347168
103,51.15511417388916,1,1600,increment,2,3000,noise,0.06998534977294822,0.9721649885177612
104,47.3597377538681,1,1650,increment,2,3000,noise,0.07001234566289667,0.9720565676689148
105,48.67987036705017,1,1700,increment,2,3000,noise,0.0700118432607131,0.9721345901489258
106,48.67987036705017,1,1750,increment,2,3000,noise,0.06998128857092835,0.971960186958313
107,46.204620599746704,1,1800,increment,2,3000,noise,0.06995509095242804,0.9720602035522461
108,50.99009871482849,1,1850,increment,2,3000,noise,0.07000004164698,0.9720427393913269
109,45.37954032421112,1,1900,increment,2,3000,noise,0.06995497195500333,0.972093939781189
110,41.91419184207916,1,1950,increment,2,3000,noise,0.06993469525287502,0.9720504879951477
111,48.67987036705017,1,2000,increment,2,3000,noise,0.06994475417227541,0.972174346446991
112,32.838284969329834,1,2050,increment,2,3000,noise,0.06996952399823338,0.9718963503837585
113,45.049506425857544,1,2100,increment,2,3000,noise,0.0699437411404899,0.9720861315727234
114,40.09900987148285,1,2150,increment,2,3000,noise,0.06993470577549596,0.9720611572265625
115,39.273929595947266,1,2200,increment,2,3000,noise,0.06991259594805432,0.9719890356063843
116,46.039605140686035,1,2250,increment,2,3000,noise,0.06991811961783052,0.9720055460929871
